descriptions,words
"At TED's Full Spectrum Auditions, comedian Joshua Walters, who's bipolar, walks the line between mental illness and mental ""skillness."" In this funny, thought-provoking talk, he asks: What's the right balance between medicating craziness away and riding the manic edge of creativity and drive?","[""ted's"", 'full', 'spectrum', 'auditions', 'comedian', 'joshua', 'walters', 'bipolar', 'walks', 'line', 'mental', 'illness', 'mental', 'skillness', 'funny', 'thought-provoking', 'talk', 'asks', 'right', 'balance', 'medicating', 'craziness', 'away', 'riding', 'manic', 'edge', 'creativity', 'drive']"
"In this passionate talk that's already caused a sensation in Mexico, Emiliano Salinas, son of former president Carlos Salinas de Gortari, confronts the current climate of violence in Mexico — or rather, how Mexican society responds to it. He calls on ordinary citizens to move from denial and fear to peaceful, community-based action. (Delivered in Spanish with English subtitles.)","['passionate', 'talk', 'already', 'caused', 'sensation', 'mexico', 'emiliano', 'salinas', 'son', 'former', 'president', 'carlos', 'salinas', 'de', 'gortari', 'confronts', 'current', 'climate', 'violence', 'mexico', 'rather', 'mexican', 'society', 'responds', 'calls', 'ordinary', 'citizens', 'move', 'denial', 'fear', 'peaceful', 'community-based', 'action', 'delivered', 'spanish', 'english', 'subtitles']"
"Google co-founders Larry Page and Sergey Brin offer a peek inside the Google machine, sharing tidbits about international search patterns, the philanthropic Google Foundation, and the company's dedication to innovation and employee happiness.","['google', 'co-founders', 'larry', 'page', 'sergey', 'brin', 'offer', 'peek', 'inside', 'google', 'machine', 'sharing', 'tidbits', 'international', 'search', 'patterns', 'philanthropic', 'google', 'foundation', ""company's"", 'dedication', 'innovation', 'employee', 'happiness']"
"Rajesh Rao is fascinated by ""the mother of all crossword puzzles"": how to decipher the 4000-year-old Indus script. He's enlisting modern computation to try to read this lost language, the key to understanding this ancient civilization.","['rajesh', 'rao', 'fascinated', 'mother', 'crossword', 'puzzles', 'decipher', '-year-old', 'indus', 'script', 'enlisting', 'modern', 'computation', 'try', 'read', 'lost', 'language', 'key', 'understanding', 'ancient', 'civilization']"
"When Dave deBronkart learned he had a rare and terminal cancer, he turned to a group of fellow patients online — and found the medical treatment that saved his life. Now he calls on all patients to talk with one another, know their own health data, and make health care better one e-Patient at a time.","['dave', 'debronkart', 'learned', 'rare', 'terminal', 'cancer', 'turned', 'group', 'fellow', 'patients', 'online', 'found', 'medical', 'treatment', 'saved', 'life', 'now', 'calls', 'patients', 'talk', 'one', 'another', 'know', 'health', 'data', 'make', 'health', 'care', 'better', 'one', 'e-patient', 'time']"
"New York was planning to tear down the High Line, an abandoned elevated railroad in Manhattan, when Robert Hammond and a few friends suggested: Why not make it a park? He shares how it happened in this tale of local cultural activism.","['new', 'york', 'planning', 'tear', 'high', 'line', 'abandoned', 'elevated', 'railroad', 'manhattan', 'robert', 'hammond', 'friends', 'suggested', 'make', 'park', 'shares', 'happened', 'tale', 'local', 'cultural', 'activism']"
"Is there something you've always meant to do, wanted to do, but just ... haven't? Matt Cutts suggests: Try it for 30 days. This short, lighthearted talk offers a neat way to think about setting and achieving goals.","['something', 'always', 'meant', 'wanted', 'just', 'matt', 'cutts', 'suggests', 'try', 'days', 'short', 'lighthearted', 'talk', 'offers', 'neat', 'way', 'think', 'setting', 'achieving', 'goals']"
"Cookbook author (and geek) Nathan Myhrvold talks about his magisterial work, ""Modernist Cuisine"" — and shares the secret of its cool photographic illustrations, which show cross-sections of food in the very act of being cooked.","['cookbook', 'author', 'geek', 'nathan', 'myhrvold', 'talks', 'magisterial', 'work', 'modernist', 'cuisine', 'shares', 'secret', 'cool', 'photographic', 'illustrations', 'show', 'cross-sections', 'food', 'act', 'cooked']"
"In this visually dazzling talk, Jonathan Drori shows the extraordinary ways flowering plants — over a quarter million species — have evolved to attract insects to spread their pollen: growing 'landing-strips' to guide the insects in, shining in ultraviolet, building elaborate traps, and even mimicking other insects in heat.","['visually', 'dazzling', 'talk', 'jonathan', 'drori', 'shows', 'extraordinary', 'ways', 'flowering', 'plants', 'quarter', 'million', 'species', 'evolved', 'attract', 'insects', 'spread', 'pollen', 'growing', 'landing-strips', 'guide', 'insects', 'shining', 'ultraviolet', 'building', 'elaborate', 'traps', 'even', 'mimicking', 'insects', 'heat']"
"After a catastrophic car accident that left him in a coma, Simon Lewis found ways to recover — physically and mentally — beyond all expectations. At the INK Conference he tells how this remarkable story led him to concern over all threats to consciousness, and how to overcome them.","['catastrophic', 'car', 'accident', 'left', 'coma', 'simon', 'lewis', 'found', 'ways', 'recover', 'physically', 'mentally', 'beyond', 'expectations', 'ink', 'conference', 'tells', 'remarkable', 'story', 'led', 'concern', 'threats', 'consciousness', 'overcome']"
"Tissue engineer and TED Fellow Nina Tandon is growing artificial hearts and bones. To do that, she needs new ways of caring for artificially grown cells — techniques she's developed by the simple but powerful method of copying their natural environments.","['tissue', 'engineer', 'ted', 'fellow', 'nina', 'tandon', 'growing', 'artificial', 'hearts', 'bones', 'needs', 'new', 'ways', 'caring', 'artificially', 'grown', 'cells', 'techniques', 'developed', 'simple', 'powerful', 'method', 'copying', 'natural', 'environments']"
"In this powerful talk from TEDGlobal, Rebecca MacKinnon describes the expanding struggle for freedom and control in cyberspace, and asks: How do we design the next phase of the Internet with accountability and freedom at its core, rather than control? She believes the internet is headed for a ""Magna Carta"" moment when citizens around the world demand that their governments protect free speech and their right to connection.","['powerful', 'talk', 'tedglobal', 'rebecca', 'mackinnon', 'describes', 'expanding', 'struggle', 'freedom', 'control', 'cyberspace', 'asks', 'design', 'next', 'phase', 'internet', 'accountability', 'freedom', 'core', 'rather', 'control', 'believes', 'internet', 'headed', 'magna', 'carta', 'moment', 'citizens', 'around', 'world', 'demand', 'governments', 'protect', 'free', 'speech', 'right', 'connection']"
"Why do transnational extremist organizations succeed where democratic movements have a harder time taking hold? Maajid Nawaz, a former Islamist extremist, asks for new grassroots stories and global social activism to spread democracy in the face of nationalism and xenophobia.","['transnational', 'extremist', 'organizations', 'succeed', 'democratic', 'movements', 'harder', 'time', 'taking', 'hold', 'maajid', 'nawaz', 'former', 'islamist', 'extremist', 'asks', 'new', 'grassroots', 'stories', 'global', 'social', 'activism', 'spread', 'democracy', 'face', 'nationalism', 'xenophobia']"
What happens when a black man visits Aspen? Singer/songwriter Stew and his band are about to let you know.,"['happens', 'black', 'man', 'visits', 'aspen', 'singer/songwriter', 'stew', 'band', 'let', 'know']"
"Economics writer Tim Harford studies complex systems — and finds a surprising link among the successful ones: they were built through trial and error. In this sparkling talk from TEDGlobal 2011, he asks us to embrace our randomness and start making better mistakes.","['economics', 'writer', 'tim', 'harford', 'studies', 'complex', 'systems', 'finds', 'surprising', 'link', 'among', 'successful', 'ones', 'built', 'trial', 'error', 'sparkling', 'talk', 'tedglobal', 'asks', 'us', 'embrace', 'randomness', 'start', 'making', 'better', 'mistakes']"
"As political turmoil in Yemen continues, the editor of the Yemen Times, Nadia Al-Sakkaf, talks at TEDGlobal with host Pat Mitchell. Al-Sakkaf's independent, English-language paper is vital for sharing news — and for sharing a new vision of Yemen and of that country's women as equal partners in work and change.","['political', 'turmoil', 'yemen', 'continues', 'editor', 'yemen', 'times', 'nadia', 'al-sakkaf', 'talks', 'tedglobal', 'host', 'pat', 'mitchell', ""al-sakkaf's"", 'independent', 'english-language', 'paper', 'vital', 'sharing', 'news', 'sharing', 'new', 'vision', 'yemen', ""country's"", 'women', 'equal', 'partners', 'work', 'change']"
"It's been 25 years since the first PC virus (Brain A) hit the net, and what was once an annoyance has become a sophisticated tool for crime and espionage. Computer security expert Mikko Hyppönen tells us how we can stop these new viruses from threatening the internet as we know it.","['years', 'since', 'first', 'pc', 'virus', 'brain', 'hit', 'net', 'annoyance', 'become', 'sophisticated', 'tool', 'crime', 'espionage', 'computer', 'security', 'expert', 'mikko', 'hyppönen', 'tells', 'us', 'can', 'stop', 'new', 'viruses', 'threatening', 'internet', 'know']"
"Actor Thandie Newton tells the story of finding her ""otherness"" — first, as a child growing up in two distinct cultures, and then as an actor playing with many different selves. A warm, wise talk, fresh from stage at TEDGlobal 2011.","['actor', 'thandie', 'newton', 'tells', 'story', 'finding', 'otherness', 'first', 'child', 'growing', 'two', 'distinct', 'cultures', 'actor', 'playing', 'many', 'different', 'selves', 'warm', 'wise', 'talk', 'fresh', 'stage', 'tedglobal']"
"We live in a world run by algorithms, computer programs that make decisions or solve problems for us. In this riveting, funny talk, Kevin Slavin shows how modern algorithms determine stock prices, espionage tactics, even the movies you watch. But, he asks: If we depend on complex algorithms to manage our daily decisions — when do we start to lose control?","['live', 'world', 'run', 'algorithms', 'computer', 'programs', 'make', 'decisions', 'solve', 'problems', 'us', 'riveting', 'funny', 'talk', 'kevin', 'slavin', 'shows', 'modern', 'algorithms', 'determine', 'stock', 'prices', 'espionage', 'tactics', 'even', 'movies', 'watch', 'asks', 'depend', 'complex', 'algorithms', 'manage', 'daily', 'decisions', 'start', 'lose', 'control']"
"Plenty of robots can fly — but none can fly like a real bird. That is, until Markus Fischer and his team at Festo built SmartBird, a large, lightweight robot, modeled on a seagull, that flies by flapping its wings. A soaring demo fresh from TEDGlobal 2011.","['plenty', 'robots', 'can', 'fly', 'none', 'can', 'fly', 'like', 'real', 'bird', 'markus', 'fischer', 'team', 'festo', 'built', 'smartbird', 'large', 'lightweight', 'robot', 'modeled', 'seagull', 'flies', 'flapping', 'wings', 'soaring', 'demo', 'fresh', 'tedglobal']"
"British MP Rory Stewart walked across Afghanistan after 9/11, talking with citizens and warlords alike. Now, a decade later, he asks: Why are Western and coalition forces still fighting there? He shares lessons from past military interventions that worked — Bosnia, for instance — and shows that humility and local expertise are the keys to success.","['british', 'mp', 'rory', 'stewart', 'walked', 'across', 'afghanistan', '/', 'talking', 'citizens', 'warlords', 'alike', 'now', 'decade', 'later', 'asks', 'western', 'coalition', 'forces', 'still', 'fighting', 'shares', 'lessons', 'past', 'military', 'interventions', 'worked', 'bosnia', 'instance', 'shows', 'humility', 'local', 'expertise', 'keys', 'success']"
